שנה,מחוז,רשות,שם רשות,מספר משפחות מקבלות סיוע,סך הכל שימושים,מספר סל המענים בסוג סיוע איבזור הבית והתקנה,סך הכל הוצאה עבור איבזור הבית והתקנה בשח,מספר סל המענים בסוג סיוע ביגוד והנעלה,סך הכל הוצאה עבור ביגוד והנעלה בשח,מספר סל המענים בסוג סיוע הוצאה עבור בריאות,סך הכל הוצאה עבור בריאות בשח,מספר סל המענים בסוג סיוע חובות כספיים,סך הכל הוצאה עבור חובות כספיים בשח,מספר סל המענים בסוג סיוע חוגים,סך הכל הוצאה עבור חוגים בשח,מספר סל המענים בסוג סיוע חינוך והשכלה,סך הכל הוצאה עבור חינוך והשכלה בשח,מספר סל המענים בסוג סיוע מוצרי חשמל,סך הכל הוצאה עבור מוצרי חשמל בשח,מספר סל המענים בסוג סיוע מוצרים חריגים,סך הכל הוצאה עבור מוצרים חריגים בשח,מספר סל המענים בסוג סיוע ריהוט,סך הכל הוצאה עבור ריהוט בשח,מספר שונות,סך הכל הוצאה עבור שונות בשח,מספר סל המענים בסוג סיוע תעסוקה,סך הכל הוצאה עבור תעסוקה בשח,מספר סל המענים בסוג סיוע תחבורה,סך הכל הוצאה הסעה בשח,מספר סל המענים בסוג סיוע פעילות רשותית,סך הכל הוצאה פעילות רשותית בשח
2021,חיפה   והצפון                 ,647,בועינה-נג'דאת,233,716470.18,57,117992,499,450443.28,99,248850,18,24573,21,23901,207,294918,119,190241,99,201439.68,122,212060,117,75703.5,755,2317044.48,0,0,0,0
2021,חיפה   והצפון                 ,648,נחף,237,1839675.06,124,222820,477,519082.24,51,119952.24,132,248588.84,12,14400,229,325508,211,447101.74,48,66827,325,755033.62,168,171066.5,416,1267481,0,0,1,1200
2021,חיפה   והצפון                 ,649,מכאר-ג'דידה,226,1026679.5,72,152347.5,453,428779,135,255156.5,268,467552.42,165,180620.5,153,145440,349,639067,34,46409.5,376,740363,108,51596.5,618,1465721.5,0,0,0,0
2021,חיפה   והצפון                 ,651,ריינה,237,1208500,39,28900,118,119636.2,44,83500,34,54180,171,145000,247,227980,389,684505.8,51,69550,246,439900,115,111400,1303,2769469,0,0,1,4000
2021,חיפה   והצפון                 ,652,ג'סר אל זרקא,55,281598.7,17,23190.9,19,20875.2,12,14780.8,23,33630.7,11,15064,22,25566.35,26,28296.45,14,16022,17,23297.5,18,20947.25,42,59682.35,0,0,0,0
2021,חיפה   והצפון                 ,654,כפר מנדא,240,1409900,241,519940,559,434600,102,78900,42,41400,192,181760,402,405660,532,918182,39,42900,637,1151640,367,364600,404,853698,0,0,0,0
2021,חיפה   והצפון                 ,657,יפיע,240,1345396.74,23,46840,598,451758.42,50,48340,30,59002,103,106206,336,272273.5,222,497507.96,452,611155,184,409580,36,53203.46,797,2107456.86,0,0,0,0
2021,חיפה   והצפון                 ,662,מ.מ  כאבול,229,837524,101,215480,48,53600,128,192908,36,62316,6,9800,90,87480,267,632886,139,228600,216,466830,177,191600,510,1357398,0,0,0,0
2021,חיפה   והצפון                 ,664,ערערה,196,1018001.48,115,241056.1,305,308152.5,58,125534.1,110,173844.82,51,47587.5,354,297618.4,652,1217264.16,24,34331.7,418,786336.76,273,277585,101,222029.76,0,0,1,22.5
2021,חיפה   והצפון                 ,665,דיר חנא,203,789590,141,156300,110,82800,80,111850,27,39100,56,52940,52,60419,429,807740,27,39600,315,734400,105,98550,618,1353614.5,0,0,0,0
2021,חיפה   והצפון                 ,666,ביר אל מכסור,221,817033,483,538450,259,208318.8,55,77052,14,20200,77,79180,163,133650,567,1145790,42,152600,706,1328412,17,27750,292,786148,0,0,0,0
2021,חיפה   והצפון                 ,667,כפר כנא,238,1192863,554,1366780,69,98450,49,109080,23,43636,35,31950,135,196670,382,725550,399,558625,226,409870,40,52500,642,1654352,0,0,0,0
2021,חיפה   והצפון                 ,669,שעב,234,1291470,68,142240,339,341900,171,398600,80,84540,74,82800,322,353660,417,747690,29,46700,261,608560,167,183400,282,774420,0,0,0,0
2021,חיפה   והצפון                 ,675,מעלה עירון / זלפה,202,1329166,165,577580,514,483728.38,199,333850,179,351801.86,25,56865,283,289615,252,519550,143,396114,266,606880,100,154965,342,915681,0,0,0,0
2021,חיפה   והצפון                 ,677,אל-בטוף,211,985800,220,565692,219,196152.6,68,111600,92,128200,2,3700,160,162000,234,392840,236,347400,418,829000,129,141400,420,1325868,0,0,1,1000
2021,חיפה   והצפון                 ,690,אבו סנאן,228,1589098.06,142,359099,375,283916.1,530,424032.58,274,474177.48,263,238408,255,207881.7,431,792579.3,130,146615,256,400609,380,297797.38,497,944611.5,0,0,4,8750
2021,חיפה   והצפון                 ,692,טורעאן,234,1266676,179,581122,200,157670,130,245752,53,111500,146,144680,380,259332,143,321805,6,15500,217,552894,148,202270,589,1805894,0,0,1,3000
2021,חיפה   והצפון                 ,693,דאלית אל-כרמל,230,1268968.64,83,177437.88,402,367684,201,321561.6,171,362790.46,54,46228,463,482886.1,149,268321.28,195,280507.68,216,355098.12,240,115389.28,334,545683.14,0,0,0,0
2021,ירושלים                       ,101,אשקלון,572,3388315.11,189,262053.9,1531,1124488.92,509,656154.42,3338,4190577.39,754,676186.12,469,398897.56,1064,1705980.59,211,176015,1110,2113469.3,417,361168.21,350,783142.74,0,0,3,4800
2021,ירושלים                       ,103,ירושלים,2351,13763585.56,461,837636.44,1263,1256469.27,1292,1822818.25,3067,5277187.75,678,724613.88,867,963223.32,2108,4306122.66,551,722467.48,1619,3409382.09,1815,1236124.82,3763,7990699.25,0,0,44,14317
2021,ירושלים                       ,104,אשדוד,1404,6571008.68,334,567885.6,1077,1003155.13,979,1526029.53,4342,6192681.39,513,556939.15,766,862317.76,2080,3814251.21,319,569469.88,2294,4679601.68,1499,1196475.94,1177,3317398.27,0,0,0,0
2021,ירושלים                       ,121,בית שמש,362,2109037.33,244,311747.86,731,482096.84,360,410878.97,1355,1947536.79,149,153133.5,526,504238.82,635,1216268.48,168,241673.93,874,1839277.56,175,141772.9,395,916832.07,0,0,18,17340
2021,ירושלים                       ,129,קרית מלאכי,157,1223487.04,172,137816,718,464562.52,243,279307.08,322,483675.32,73,94249.5,105,116278.24,367,546789,82,79470.2,662,1102222.94,217,102312,342,423880.8,0,0,1,800
2021,ירושלים                       ,140,מעלה אדומים,212,1279403.49,94,166304,385,260087.21,371,332237.4,996,1963477.94,87,75500,166,156954.46,362,608196.5,43,33040,192,464845.86,136,167939.96,273,415982.1,0,0,1,1290
2021,ירושלים                       ,146,ביתר עילית,159,444944.82,60,119581.5,282,236266.5,145,211639.2,284,400483.74,32,41883.78,72,95226,155,424828,81,79728.9,147,365665.78,118,42405,625,1548733.9,0,0,0,0
2021,ירושלים                       ,147,מודיעין  עילית,190,1243655.87,116,235634.78,241,204745.19,311,409844.92,187,382009.86,81,76135.4,151,152467.31,340,616363.06,427,524283.62,295,811870.94,243,299460,608,1136150.33,0,0,0,0
2021,ירושלים                       ,178,מטה בנימין,378,2389354.48,141,419062.14,33,102181.94,232,631430,249,682151.12,32,84743.34,32,85380.54,249,659782.84,61,168180,113,352412,77,227372,192,625988.9,0,0,0,0
2021,תל אביב והמרכז                ,300,בני ברק,797,2995518.33,173,406062.04,409,440725.3,572,824144.12,894,1170817.96,293,294691.56,602,687227.42,1612,3194752.25,442,613851.11,1343,2967170.28,390,213678,1306,3460548.21,0,0,0,0
2021,תל אביב והמרכז                ,301,בת ים,445,3775865.71,328,467168.12,1070,845586.09,775,1260348.62,1367,2163002.39,499,513860.79,858,651744.92,779,1359057.47,650,850739.15,782,1553426.18,768,570488.57,634,1326515.98,0,0,6,2940
2021,תל אביב והמרכז                ,304,חולון,467,2651831.46,120,209395.79,616,506660.53,432,685535,1357,2621949.25,367,457697.26,312,340454.7,701,1389792.3,288,501061.78,576,1220182.02,714,496331.72,674,2052104.18,0,0,0,0
2021,תל אביב והמרכז                ,306,לוד,342,1745989.37,144,232289.3,1035,722597,472,588789.63,735,1207893.53,664,574807.5,444,413832.03,736,1373208.19,166,285480.28,732,1448581.42,514,511520.84,972,1835455.75,0,0,0,0
2021,תל אביב והמרכז                ,307,נתניה,940,3130854.35,182,424982.7,386,387693.18,437,841650.66,870,1534395.49,513,603448.14,433,495384.95,695,1306439.88,212,390566.44,1060,2200371.09,981,692562.98,1990,4668849.12,1,0,13,20680
2021,תל אביב והמרכז                ,311,רמלה,562,3581360.8,164,308808.32,867,879296.42,558,703883.39,1298,2228785.88,122,154636.66,498,469644.69,998,1832834.65,311,419813.08,768,1607843.45,308,310248.39,1043,2489411.68,0,0,2,2522.5
2021,תל אביב והמרכז                ,313,תל אביב,560,4279369.46,276,353354.89,1918,1314335.29,871,980774.52,1491,2081618.9,634,601518.32,599,503303.51,759,1133721.8,294,468918.18,898,1657981.73,1357,769669.51,532,944166.89,0,0,4,5860
2021,תל אביב והמרכז                ,329,יבנה,199,1563780.68,33,60730.4,236,236268.4,196,338559.52,430,835404.04,75,85003.5,93,84732.9,264,403041.44,142,243690.6,152,344773.6,334,356549.4,428,1064564.94,0,0,0,0
2021,תל אביב והמרכז                ,347,אור יהודה,352,2766911.19,106,119989.78,550,501863.43,362,625220.54,1032,1876958.16,153,179426.84,206,197430.29,303,444343.32,163,221660.42,413,841822.45,657,683486.91,223,335630.76,0,0,4,17304.34
2021,תל אביב והמרכז                ,366,אלעד,233,1171572.7,79,95095.04,1553,1014744.26,391,302548.23,310,440061.18,190,137506.86,389,245825.02,582,786597.8,126,159980.08,564,1146079.19,195,142208.21,240,449456.74,0,0,1,450
2021,תל אביב והמרכז                ,377,שומרון,387,3966390.93,193,701396.09,167,245380.41,340,517074.86,753,1711131.68,128,176275.53,226,355213.1,234,464367.12,128,241125.94,113,308958.82,443,654469.75,430,856472.42,0,0,3,5392
2021,תל אביב והמרכז                ,421,טייבה,260,1814879.88,245,648214,463,437656.4,150,218256,461,662788.88,34,48448,526,649665,625,1028420,43,35608,454,1021621,123,204582,541,1342696,0,0,0,0
2021,תל אביב והמרכז                ,422,טירה,235,1359761.75,428,956117,107,90155,120,219180.2,258,391721.29,163,154329.75,191,180670,371,659601,124,180216,696,1307804,153,242180,110,226967.02,0,0,0,0
2021,תל אביב והמרכז                ,424,כפר קאסם,388,2971488.17,275,528215,374,362851,169,397011,642,1380558.45,72,113519,376,434623.8,567,1105526.04,50,119464.5,451,1057906.58,212,268873.3,278,742892,0,0,0,0
2021,תל אביב והמרכז                ,425,קלנסווה,216,1376892.4,221,375497.44,239,202310.01,50,54726.13,231,488476.72,198,178064.5,115,146694.1,496,910639.85,52,113125,495,1003271.5,162,122233.31,342,1211434.74,0,0,0,0
2022,הדרום,100,אילת    ,207,205334.48,114,167195.4,235,145489.6,60,144556.28,97,128586.36,43,66694,78,83472.4,87,125125.36,58,74528,124,231279.52,70,45957.2,54,195305.64,,,2,1800
2022,הדרום,102,באר שבע   ,1656,9717128.41,443,683796.5,2315,1760657.69,540,894761.6,1074,1567925.64,873,736910.26,639,522089.93,1466,2901503.22,229,290616.64,2105,3885615.71,3699,2187809.67,1002,3106370.77,,,,
2022,הדרום,105,דימונה    ,716,6562355.36,290,345743.6,1434,1078264.47,471,588745.17,1170,1599622.94,361,322415,605,396249.6,691,1193847.5,168,175457.8,1194,2290088.12,2238,961289.66,446,1191781.5,1,,18,32060
2022,הדרום,106,קרית גת   ,519,3472467.3,214,268933.02,879,597474.12,568,673178.88,922,1304757.94,271,256684,540,432295.52,556,943519.82,171,179697.4,671,1203588.66,994,454467.38,184,414389.72,,,,
2022,הדרום,120,אופקים    ,219,1028129.31,83,57424,210,171200.24,54,66131.8,350,457806.26,84,62585,163,88448,214,363362,154,157407,210,364917.56,423,244003.06,83,194585.28,7168,42780,175,82568
2022,הדרום,123,ירוחם    ,365,2538401.74,88,128738,387,368060.08,154,280650.46,623,1102614.23,166,175850,217,223509.84,280,577075.38,142,195199,242,469786.86,493,405425.7,76,157092,,,,
2022,הדרום,125,נתיבות    ,190,1764521.4,119,234254.07,284,224293.76,105,154479.6,422,686557.67,128,101573.6,99,86594,149,262094.4,118,118623.2,211,449837.66,459,264638,205,528454.16,,,,
2022,הדרום,127,שדרות    ,169,1868965.88,104,95580,476,353509,121,177472.92,201,302349.24,229,102789,153,103429.2,272,532410,191,327718,280,664681.2,282,153242.62,128,222570.36,,,,
2022,הדרום,130,ערד    ,320,2907714.22,118,135363.74,772,448020.28,188,215532.56,2182,2199285.79,231,137819.74,147,86964.44,295,440550.8,163,96296.84,348,568679.14,343,208820.62,139,238731,,,,
2022,הדרום,221,רהט    ,459,2718561.76,310,633154,384,396122,76,112185,90,167319.34,87,47900,284,245224,605,1101152,102,137696,468,827473,114,107780,870,2362167.76,,,,
2022,הדרום,222,תל שבע   ,182,1004893,142,298101,367,339541,13,28400,59,111933,,,113,104558,318,483548.6,2,3000,66,109348.98,68,55332.4,132,344583.42,,,,
2022,הדרום,240,ערערה- הנגב   ,184,586300,41,103250,441,453632,47,25800,21,26400,,,196,217600,206,316232,8,6096,46,93702.08,213,97700,140,411704.18,,,,
2022,הדרום,241,לקייה    ,165,1031500,121,281560,207,203220,12,9023.8,88,116507.26,30,12940,179,160866,193,377584,44,57000,64,102662,28,17780,368,800702.24,,,,
2022,הדרום,242,חורה    ,210,515694.75,81,173630.03,135,122418,31,45645.44,6,9762,,,55,64000,171,320770,35,45860,113,214533,124,81727.34,427,1041547.76,,,,
2022,הדרום,243,שגב שלום   ,145,657976.6,186,539793.08,74,77809.64,83,119181.6,82,235624.58,,,40,46604,192,361966,2,5100,56,157365,98,49856.92,75,174732,,,,
2022,הדרום,244,כסייפא    ,127,475928.96,17,48500,281,290268,64,111406,51,80856,16,17220,50,39800,256,420713,2,4000,158,297780,131,115082.96,88,182838,,,,
2022,הדרום,245,אל קסום   ,185,1672563.18,55,153732.82,454,414505.46,268,285226.76,11,17441.44,,,147,151694,466,1064589.24,87,156098,115,238062.66,126,72462.6,105,251689.42,,,,
2022,הדרום,246,נווה מדבר   ,166,646071.6,90,144394,364,382232,44,40200,,,,,136,87172,259,451166,54,15333.6,136,244244,206,185000,32,60600,,,,
2022,חיפה והצפון,500,חדרה    ,375,1692438.16,168,191307.12,256,151922.24,254,271536.92,727,1197113.42,283,276910.5,212,187085.2,203,308052.8,244,250305,253,448976.56,390,223626.56,173,337151.5,,,,
2022,חיפה והצפון,501,חיפה    ,1031,7001372.55,184,266938.4,662,629329.42,334,555846.61,2075,2735968.76,403,436163.68,201,204312.86,904,1751216.3,525,411891.92,860,1762961.62,1001,721198.87,764,1722075.78,,,5,5489
2022,חיפה והצפון,504,עכו    ,521,3790720.34,91,153042.18,629,499732.5,362,631584.82,1346,1898152.22,221,215186.4,474,451430.44,448,786460.62,284,244281,541,1022275.44,329,91213.1,453,1130064.36,,,,
2022,חיפה והצפון,505,צפת    ,203,1607305.82,94,362460.18,57,44952.4,114,245695.89,118,192024.4,16,23746,48,91554.8,238,513204.46,164,128334.29,88,174183.04,98,112196.2,190,532267.3,,,,
2022,חיפה והצפון,506,קרית אתא   ,202,1296961.74,49,133876.16,74,63046.4,98,132794.82,202,407503.85,31,48346.4,27,31331.6,193,435643.4,238,340696.8,144,348010.6,136,59446.3,302,940197.26,,,,
2022,חיפה והצפון,507,עפולה    ,186,1179832.22,33,61186,116,114173.8,56,161718.38,211,411838.94,75,95816.28,113,130068.74,127,259044.84,66,62736.68,142,356234.64,160,92719.38,51,140821,,,,
2022,חיפה והצפון,520,אור עקיבא   ,170,1364595.16,28,27918.8,422,257392.74,78,88153.86,973,1227967.25,63,56314,142,102860.64,133,181704.3,121,123672.72,154,267403.36,523,244438.56,106,136377.6,,,,
2022,חיפה והצפון,521,בית שאן   ,220,1724893.86,80,142436.1,112,93268.92,112,170421.88,503,833236.4,72,71586,204,203337.2,269,482207.06,200,232305.12,230,447326.66,216,80357.24,98,194686,,,,
2022,חיפה והצפון,526,טירת הכרמל   ,219,1778735.32,102,278293.04,118,74798,61,142780,179,300689.28,62,69313.6,35,36503.6,183,431475.6,63,137245.64,102,281227.08,167,88478,260,665844.78,,,,
2022,חיפה והצפון,533,מגדל העמק   ,219,1281270.6,42,45837.64,100,88626,66,48052,53,98722.44,47,35959,20,15221,240,489214,56,85245,214,391236.6,80,49878,263,863922,,,10,8000
2022,חיפה והצפון,535,נוף הגליל   ,309,3216028.47,115,290213.96,193,119140,105,185792,219,466484.39,14,14920,184,169656,267,452991.56,194,156877.6,389,771673.88,172,107574,537,1644916.78,,,,
2022,חיפה והצפון,543,קרית ים   ,210,1449549.27,8,12318.64,585,535129.46,87,61319.2,80,105592.81,49,42391,184,172691.3,240,432595,100,86958,406,745990.76,219,111519,34,102368,,,,
2022,חיפה והצפון,545,קרית שמונה   ,211,1586182.7,60,70067.22,414,220757.6,38,71440,247,377906.8,44,45200,256,130188.94,267,505232,29,18688,313,660603,49,6187.5,106,327280,,,,
2022,חיפה והצפון,550,מעלות-תרשיחא    ,473,2118589,68,108848,34,21316.8,261,385610,353,390395.82,283,205775,305,263207.04,440,767510.84,377,408946,330,671470.1,17,8558,834,1873480.92,,,,
2022,חיפה והצפון,552,כרמיאל    ,245,1709871.42,58,116943.16,119,107248.06,150,230112.28,428,706786.52,164,169954.8,188,199157.8,228,457538,126,165710.8,141,221462.4,401,250207.7,240,617412.78,,,,
2022,חיפה והצפון,563,הגלבוע    ,217,1375774.39,53,148798.74,181,152570.8,77,121387.31,181,337557.76,70,67472,92,79252.06,131,252965.95,78,52834.4,97,177486.6,57,17204.78,354,1081222.34,7,,,
2022,חיפה והצפון,600,נצרת    ,542,3829002.69,225,449200,719,506692.39,241,301992.28,651,776401.84,371,380500,341,268927,669,1102294.16,252,312885,554,987136,292,172699,569,1580933.3,,,2,6620
2022,חיפה והצפון,601,שפרעם    ,429,3007016.14,51,80200,278,261657,62,97389.84,82,168778.77,105,95800,198,214800,387,746162.85,39,34696,259,493660,782,719689.65,239,758647,,,,
2022,חיפה והצפון,620,אום אל  פחם ,775,4596031.28,131,324559.18,310,230308.84,219,335792.42,250,426415.52,46,30930,209,237343.28,480,854067.1,77,3900,355,708466.04,215,120081.7,1986,4658053.89,,,,
2022,חיפה והצפון,621,אכסאל    ,218,1373254,34,85000,104,85552.1,18,26340,,,14,13600,34,27706,88,192388,,,76,175320,24,13858,647,1965162,,,,
2022,חיפה והצפון,622,באקה אל-גרביה   ,185,1807530.86,30,78090,525,339673.22,55,82337.6,135,287774.3,44,39618,270,231373.6,295,575196,154,272322,169,378848.62,161,89118.14,203,427940,,,,
2022,חיפה והצפון,629,מג'אר    ,220,1012275.35,213,428671,237,164320,78,95078,44,68704.35,2,1400,179,97598,354,460840,17,768,446,736500,96,71025.5,37,74730,2005,12000,,
2022,חיפה והצפון,636,כפר קרע   ,215,1256746.68,40,85700,313,293459.68,29,28900,25,48588,281,264201,217,188500,292,559516,48,82520,181,378060,202,170625,138,432842,,,,
2022,חיפה והצפון,638,אעבלין    ,215,1273205,144,316254,42,44400,60,105400,96,183698.64,102,88440,127,143130,221,437660,100,141600,220,436826,40,33343,190,592090,,,,
2022,חיפה והצפון,639,מג'ד-אל-כרום    ,212,1419750,84,201030,34,28530,53,110142,9,18768,18,19800,44,70016,139,287614,6,39900,99,208424,22,7766,390,1303746.16,,,,
2022,חיפה והצפון,640,מג'ד אל  שאמס ,183,926040,73,170520,117,89510.2,92,153440,19,39832,134,150860,90,89415,185,305896,54,86190,44,92460,32,30702,319,1043164.36,,,,
2022,חיפה והצפון,641,עין מאהל   ,173,957847.9,61,342244,36,39908,15,26721.9,14,28526,10,6362,88,126768,65,181300,30,36900,39,144800,31,178335,189,729274,,,,
2022,חיפה והצפון,642,ירכא    ,191,673882.5,74,95841.06,88,75600,38,40958.96,241,397058.5,56,34732,84,60200,141,215833,136,102117.8,53,89100,245,147660,233,428333.92,,,,
2022,חיפה והצפון,643,סח'נין    ,329,1854865.18,66,109590,85,66990,42,42480,,,165,99720,121,135410,241,461272,55,2640,186,408220,107,53352.5,1577,3143806.94,,,24,27080
2022,חיפה והצפון,644,עראבה    ,217,1137430,93,148740,185,190990,23,43362,117,234054.12,187,154520,74,56930,288,524415,54,53060,352,622341,60,62145,102,293690,,,,
2022,חיפה והצפון,647,בועינה-נג'דאת    ,213,1155123.26,20,52644,168,150290.26,50,140800,2,2400,4,2700,75,103670,76,98280,44,109277.26,40,72180,35,19517,587,1667512.66,,,,
2022,חיפה והצפון,648,נחף    ,208,1708032.6,65,164515,259,264718,20,61768,132,230561.6,4,3200,124,161198,108,228380,12,16800,300,684371.54,179,159420,199,669307,,,,
2022,חיפה והצפון,649,מכאר-ג'דידה    ,207,1121686,34,72000,180,162184,71,141916,129,226368.14,75,82000,87,75870,184,359658,26,36500,184,362456,32,11670,340,911022,,,,
2022,חיפה והצפון,651,ריינה    ,216,1214476,27,44800,60,54979.4,25,54100,12,16560,174,138200,90,78660,205,360168.6,50,46500,94,183750,143,127568,671,1456447,,,,
2022,חיפה והצפון,654,כפר מנדא   ,209,884860.4,92,207880,249,184600,42,35200,5,5000,84,76920,174,164320,186,325294,18,22200,238,450180,168,163554,223,467872.4,,,,
2022,חיפה והצפון,657,יפיע    ,220,1731957.08,15,61982.9,339,264391.82,14,10780,15,25240,46,43800,173,145800,131,296151,271,425058.5,106,243600,13,2247.5,528,1426437.18,,,,
2022,חיפה והצפון,662,מ.מ כאבול   ,193,991919,68,157040,26,28800,96,134766,18,25864,,,147,121607,147,354026,128,195770,74,155560,96,98000,262,704414,,,,
2022,חיפה והצפון,664,ערערה    ,186,734431.7,33,77992,131,113600,42,57287.5,30,46449.32,12,10440,145,105944.4,226,436644,40,15460,194,397063.2,148,150235,122,310812,,,,
2022,חיפה והצפון,665,דיר חנא   ,166,692426,98,79200,91,54000,24,35400,8,16000,18,14280,83,98666,152,282780,18,27000,139,344300,47,33200,390,767922,,,,
2022,חיפה והצפון,666,ביר אל  מכסור ,211,1307823,268,402715,133,106147.6,29,35498,1,2966,28,24160,91,76200,303,592395,41,145400,400,808829,2,4000,146,388396,,,,
2022,חיפה והצפון,667,כפר כנא   ,219,982530,229,549197,26,20800,14,31360,2,4200,11,6700,51,70440,155,287200,280,358450,138,233610,14,15200,338,813388,,,,
2022,חיפה והצפון,669,שעב    ,219,1357320,40,91980,238,247750,92,218200,16,13460,63,72100,227,236880,310,534860,29,44500,133,334820,127,133000,141,392120,,,,
2022,חיפה והצפון,675,מעלה עירון  / זלפה,181,961802.78,67,227558,250,232569.46,78,133500,69,134173,6,14400,90,83800,121,250795,52,129823,131,306100,88,118240,173,483744.4,7,,,
2022,חיפה והצפון,677,אל-בטוף    ,190,1260222,108,291654,92,77084.2,28,53300,22,28800,,,83,85600,168,307580,100,137580,213,450947,46,33480,299,914341,,,,
2022,חיפה והצפון,690,אבו סנאן   ,181,1236848.72,68,169263,200,139028.4,208,171314.08,100,181646.66,97,85236,136,100368,218,442301.6,75,88970,145,213711.2,297,159719.44,271,653664,,,,
2022,חיפה והצפון,692,טורעאן    ,207,965529,78,232884,74,51200,51,100356,23,48726,45,37870,218,148464,70,188662,10,2360,105,294378,64,70500,276,977949,,,,
2022,חיפה והצפון,693,דאלית אל-כרמל   ,210,935913.64,61,154984,164,129418,95,146797.16,89,202040.12,36,25240,198,183376,81,166004,168,196428,114,195442,180,72490,194,313534,,,,
2022,ירושלים,101,אשקלון    ,536,3747797.38,90,120155,774,577155.66,272,325325.64,1934,2610107.52,327,331419.8,158,133388.64,499,806924.26,116,73548,621,1266455,158,135895,220,556441,,,,
2022,ירושלים,103,ירושלים    ,2205,14474751.74,352,655057.35,929,804221.54,781,1220646.68,2116,3828069.07,452,375648.35,633,774060.94,1477,3139315.2,573,489377.2,1270,2388582.96,1083,634571.3,2661,6421662.46,,,19,6966.8
2022,ירושלים,104,אשדוד    ,1224,6855086.9,203,333557.2,532,424909.66,547,844787.9,2731,4137309.72,263,297287.2,450,458470.4,1190,2153321.6,402,426101.98,1093,2283187.65,776,509102.76,581,1510353.12,,,,
2022,ירושלים,121,בית שמש   ,240,2314629.74,96,128036.4,218,114432.28,187,316610.51,690,1092932.52,89,94635,157,131100,416,894573.71,83,111537.8,457,1113337.76,88,61803.4,164,379462.54,,,6,5780
2022,ירושלים,129,קרית מלאכי   ,212,1609795.6,122,122720.4,616,429661.4,167,195524.16,327,493642.94,47,65734,58,52008.64,161,249112,88,107246.4,337,580855.58,174,65620,180,184875.8,,,,
2022,ירושלים,140,מעלה אדומים   ,181,1378345.04,43,63941,247,126713.36,170,194414.6,614,1285885.3,112,108879,50,60950,220,408403,24,20404,80,182372.24,56,55500,88,160512,,,,
2022,ירושלים,146,ביתר עילית   ,182,1592710.8,60,139628.8,119,98842,116,179498.8,149,224469.34,13,13948,26,35854,68,163000,136,114303.25,81,196826.4,85,51655.52,540,1420597.5,,,,
2022,ירושלים,147,מודיעין עילית   ,203,1675936.78,113,256585.97,129,159661.85,124,203086.14,169,385334.04,24,16756,62,61874,171,354489.04,208,275609.98,187,484893.4,153,192560.32,276,503109.2,7,,,
2022,ירושלים,178,מטה בנימין   ,341,3005269.74,114,433552.86,2,894.8,137,457765,207,605648.68,47,112558.6,2,2600,187,534755,102,349927.28,71,256451,97,343903.5,108,395439.4,1,,6,12000
2022,תל אביב והמרכז,300,בני ברק   ,845,5171750.98,166,287242.3,446,448805,437,589906.96,559,803224.72,170,164445.04,284,321319.8,889,1836969.14,702,846322.66,685,1575391.06,351,328216.4,794,1861161.68,,,,
2022,תל אביב והמרכז,301,בת ים   ,310,1304253.62,109,201953.3,386,291758.38,327,513515.44,610,940747.12,144,139722.24,277,211495.34,267,484811.08,293,299987.9,274,542630.48,358,311562.48,230,482769.2,,,2,980
2022,תל אביב והמרכז,304,חולון    ,345,1833543.19,48,95078.3,252,211170.2,220,348234.84,709,1318483.07,201,255719,173,141467.3,266,567432.06,132,261766.2,326,761384.06,309,211006.62,241,733507.5,,,,
2022,תל אביב והמרכז,306,לוד    ,231,979900.4,68,93203.36,384,250429.72,142,173737.94,339,560946.04,245,235103.98,125,103608,280,572743.66,118,227854.6,250,513209.1,164,159377.78,446,982663.28,,,,
2022,תל אביב והמרכז,307,נתניה    ,838,7108991.37,142,359337.06,404,430095.83,465,816057.02,1319,2258743.45,366,444445.26,381,387807.48,426,793458.28,416,387591.64,807,1748974.52,766,605036.94,1197,2639478.87,,,4,6560
2022,תל אביב והמרכז,311,רמלה    ,415,3073080.66,79,122162.56,410,398502.26,260,339578.05,630,1134187.9,56,62916.57,198,168499.91,441,843670.18,280,278981.96,306,655248.62,330,365925.82,532,1553936.43,,,,
2022,תל אביב והמרכז,313,תל אביב   ,415,4092016.84,127,221601.8,827,599630.46,444,630955.72,929,1699140.64,275,315032.48,289,318403.02,337,550545.2,198,355271.78,378,830569.42,745,418073.09,211,590883.08,,,,
2022,תל אביב והמרכז,329,יבנה    ,169,1251004.06,30,57587,210,188238.85,150,251689.07,230,414747.5,14,13960,54,66910.2,88,170439.08,154,218872.2,113,249876.72,174,122573.62,175,484112.84,,,2,360
2022,תל אביב והמרכז,347,אור יהודה   ,355,2518345.2,123,203988.54,235,164508.3,259,397519.53,614,1157437.74,57,67433.38,97,76906.2,171,251950.72,184,217235.08,277,582301.56,312,285757.59,135,309114.68,,,,
2022,תל אביב והמרכז,366,אלעד    ,198,1278328.45,44,36746.22,949,605736.16,172,124245.76,160,231229.57,88,67509,197,132516.72,483,568250,77,74567,280,592350.96,53,36252.32,89,190325.3,,,,
2022,תל אביב והמרכז,377,שומרון    ,261,2746308.78,115,420761.34,35,28118,196,362484.76,639,1483482.24,80,74795.88,69,104613.8,102,247105.84,82,129862.8,22,69630,340,417671.98,205,567016.34,,,,
